# age N_data S_data
17690.000534 7.176331 -3.834334
17680.000305 7.198341 -3.775359
17670.000076 7.112442 -3.821641
17659.999847 6.822921 -3.691191
17649.999619 6.802507 -3.745672
17639.999390 7.074600 -3.835468
17630.001068 6.930952 -3.708880
17619.998932 7.109955 -3.653171
17610.000610 7.210970 -3.779104
17600.000381 7.108610 -3.789716
17590.000153 6.652058 -3.639231
17579.999924 6.860957 -3.699260
17569.999695 6.683561 -3.665821
17559.999466 6.916996 -3.538366
17549.999237 7.075189 -3.592601
17540.000916 7.127718 -3.712449
17530.000687 6.919893 -3.592195
17520.000458 7.071419 -3.642265
17510.000229 7.075021 -3.643695
17500.000000 6.999951 -3.549452
17489.999771 6.821006 -3.663989
17479.999542 6.871760 -3.634417
17470.001221 6.927515 -3.646118
17459.999084 7.130875 -3.496347
17450.000763 6.856366 -3.603075
17440.000534 6.906098 -3.541374
17430.000305 6.837293 -3.723636
17420.000076 6.832385 -3.470631
17409.999847 6.623231 -3.464910
17399.999619 6.705857 -3.394702
17389.999390 6.877775 -3.612971
17380.001068 6.901708 -3.600344
17369.998932 6.691376 -3.461433
17360.000610 6.847496 -3.476369
17350.000381 6.624489 -3.383414
17340.000153 6.351288 -3.467234
17329.999924 6.491113 -3.369873
17319.999695 6.459286 -3.301331
17309.999466 6.709109 -3.393817
17299.999237 6.572631 -3.303665
17290.000916 6.618200 -3.476455
17280.000687 6.603353 -3.342297
17270.000458 6.793584 -3.322881
17260.000229 6.535888 -3.355906
17250.000000 6.473430 -3.218979
17239.999771 6.527120 -3.366035
17229.999542 6.636690 -3.248588
17220.001221 6.576875 -3.217816
17209.999084 6.654621 -3.260216
17200.000763 6.570374 -3.186562
17190.000534 6.463289 -3.182431
17180.000305 6.366691 -3.283026
17170.000076 6.805415 -2.965535
17159.999847 6.546069 -3.095032
17149.999619 6.465246 -3.085001
17139.999390 6.473069 -2.968444
17130.001068 6.299997 -3.161637
17119.998932 6.361077 -3.006581
17110.000610 6.558269 -3.182262
17100.000381 6.521856 -2.978923
17090.000153 6.393102 -3.048481
17079.999924 6.503652 -3.085156
17069.999695 6.282906 -3.067589
17059.999466 6.384846 -2.927364
17049.999237 6.517946 -2.908361
17040.000916 6.523351 -2.773164
17030.000687 6.526206 -2.833505
17020.000458 6.586000 -2.866895
17010.000229 6.650006 -2.905061
17000.000000 6.590531 -2.810681
16989.999771 6.348386 -2.680056
16979.999542 6.396388 -2.766841
16970.001221 6.354046 -2.915958
16959.999084 6.473642 -2.817848
16950.000763 6.436243 -2.824048
16940.000534 6.352568 -2.751233
16930.000305 6.562048 -2.899135
16920.000076 6.456247 -2.812078
16909.999847 6.468458 -2.847973
16899.999619 6.414792 -2.694452
16889.999390 6.380302 -2.699297
16880.001068 6.555908 -2.743287
16869.998932 6.600549 -2.598734
16860.000610 6.360031 -2.647170
16850.000381 6.345722 -2.736225
16840.000153 6.368630 -2.654211
16829.999924 6.422422 -2.759284
16819.999695 6.252726 -2.732716
16809.999466 6.423056 -2.620750
16799.999237 6.475254 -2.663865
16790.000916 6.760097 -2.796071
16780.000687 6.615108 -2.562368
16770.000458 6.575655 -2.559702
16760.000229 6.647399 -2.558269
16750.000000 6.486636 -2.509212
16739.999771 6.580098 -2.535681
16729.999542 6.516600 -2.542691
16720.001221 6.305577 -2.436686
16709.999084 6.389693 -2.484516
16700.000763 6.352611 -2.348006
16690.000534 6.763568 -2.590308
16680.000305 6.640575 -2.495844
16670.000076 6.482347 -2.464947
16659.999847 6.418798 -2.486667
16649.999619 6.530241 -2.574674
16639.999390 6.726163 -2.420991
16630.001068 6.667985 -2.482753
16619.998932 6.687322 -2.385005
16610.000610 6.586924 -2.404603
16600.000381 6.453833 -2.442127
16590.000153 6.386947 -2.458194
16579.999924 6.430504 -2.404261
16569.999695 6.590222 -2.393035
16559.999466 6.770981 -2.211783
16549.999237 6.717052 -2.342458
16540.000916 6.780601 -2.347622
16530.000687 6.597991 -2.309559
16520.000458 6.615707 -2.322045
16510.000229 6.811466 -2.297380
16500.000000 6.863359 -2.453030
16489.999771 6.611080 -2.467159
16479.999542 6.816393 -2.332972
16470.001221 6.895025 -2.332343
16459.999084 6.838978 -2.269233
16450.000763 6.740601 -2.340694
16440.000534 6.677699 -2.268897
16430.000305 6.725445 -2.301550
16420.000076 6.866669 -2.415577
16409.999847 6.747469 -2.402631
16399.999619 6.574291 -2.232764
16389.999390 6.931787 -2.289418
16380.001068 6.951925 -2.232120
16370.000839 6.974305 -2.214847
16360.000610 6.962356 -2.171922
16350.000381 6.913689 -2.215152
16340.000153 6.912112 -2.249102
16329.999924 6.777185 -2.275465
16319.999695 7.021968 -2.266951
16309.999466 6.836699 -2.238674
16299.999237 6.993433 -2.234020
16290.000916 6.961970 -2.162206
16280.000687 6.925541 -2.110690
16270.000458 6.856836 -2.296326
16260.000229 6.930283 -2.089443
16250.000000 6.822865 -2.081604
16239.999771 6.959784 -2.173859
16229.999542 6.946177 -2.176405
16220.001221 6.991455 -1.930186
16209.999084 7.070799 -2.062783
16200.000763 7.056135 -2.076507
16190.000534 6.950885 -1.877984
16180.000305 6.969099 -2.115391
16170.000076 7.142426 -1.899548
16159.999847 6.932645 -1.836997
16149.999619 7.083772 -1.981127
16139.999390 7.089143 -1.896156
16130.001068 7.149045 -1.826542
16120.000839 7.134008 -1.865436
16110.000610 7.016222 -1.976321
16100.000381 7.137234 -1.948101
16090.000153 7.070930 -1.904955
16079.999924 7.080230 -1.877543
16069.999695 7.085847 -1.831218
16059.999466 7.174472 -1.765889
16049.999237 6.990934 -1.791545
16040.000916 7.287925 -1.887767
16030.000687 7.284580 -1.825951
16020.000458 7.248858 -1.872227
16010.000229 6.897789 -1.907011
16000.000000 6.887687 -1.834463
15989.999771 7.087985 -1.832806
15979.999542 7.131394 -1.609462
15970.000267 7.261028 -1.806197
15960.000038 7.158026 -1.646466
15950.000763 7.106315 -1.827450
15940.000534 7.248004 -1.643426
15930.000305 7.106266 -1.755341
15920.000076 7.201736 -1.764772
15909.999847 7.258397 -1.812148
15899.999619 7.285771 -1.906972
15890.000343 7.166730 -1.743656
15880.000114 7.337326 -1.740165
15870.000839 7.228847 -1.692047
15860.000610 7.191437 -1.552211
15850.000381 7.260808 -1.503820
15840.000153 7.228046 -1.644112
15829.999924 7.176815 -1.705140
15819.999695 7.177393 -1.694206
15809.999466 7.356770 -1.524572
15800.000191 7.349400 -1.589475
15789.999962 7.341650 -1.570811
15780.000687 7.489939 -1.536872
15770.000458 7.383668 -1.518926
15760.000229 7.240350 -1.543309
15750.000000 7.347755 -1.562790
15739.999771 7.383176 -1.522010
15729.999542 7.328650 -1.453893
15720.000267 7.395506 -1.425551
15710.000038 7.624636 -1.393690
15700.000763 7.422576 -1.403934
15690.000534 7.451088 -1.395916
15680.000305 7.385542 -1.314708
15670.000076 7.427680 -1.396312
15659.999847 7.495540 -1.467580
15649.999619 7.409663 -1.402275
15640.000343 7.370415 -1.382297
15630.000114 7.376964 -1.352818
15620.000839 7.569504 -1.313442
15610.000610 7.497061 -1.330407
15600.000381 7.465768 -1.252259
15590.000153 7.528692 -1.368292
15579.999924 7.597917 -1.307103
15569.999695 7.451779 -1.348507
15559.999466 7.457549 -1.310147
15550.000191 7.490238 -1.320847
15539.999962 7.479648 -1.314439
15530.000687 7.284302 -1.335092
15520.000458 7.637248 -1.340234
15510.000229 7.655770 -1.286228
15500.000000 7.798720 -1.132724
15489.999771 7.513067 -1.144479
15479.999542 7.795320 -1.293750
15470.000267 7.771615 -1.251577
15460.000038 7.598583 -1.196241
15450.000763 7.749904 -1.172570
15440.000534 7.680857 -1.188677
15430.000305 7.656584 -1.318945
15420.000076 7.721561 -1.076240
15409.999847 7.674298 -1.182486
15399.999619 7.434673 -1.090828
15390.000343 7.679783 -1.264060
15380.000114 7.587898 -1.167531
15370.000839 7.631797 -0.988289
15360.000610 7.670791 -1.165536
15350.000381 7.822241 -1.014508
15340.000153 7.850788 -1.144347
15329.999924 7.797057 -1.050774
15319.999695 7.894393 -0.987567
15309.999466 7.828780 -1.069852
15300.000191 7.681952 -1.084421
15289.999962 7.792552 -0.980911
15280.000687 7.947864 -0.937572
15270.000458 7.828095 -0.999631
15260.000229 7.798599 -1.050374
15250.000000 7.901505 -0.972171
15239.999771 7.828518 -0.907044
15229.999542 7.977744 -0.972187
15220.000267 7.838058 -0.930574
15210.000038 7.778424 -1.019700
15200.000763 7.789060 -1.140960
15190.000534 7.792864 -0.975215
15180.000305 7.872267 -0.827463
15170.000076 8.033844 -0.977283
15159.999847 8.138412 -0.885525
15149.999619 8.106684 -0.913395
15140.000343 8.165538 -0.887491
15130.000114 8.131213 -0.982016
15120.000839 7.808968 -0.874035
15110.000610 8.136391 -0.769664
15100.000381 7.964544 -0.697628
15090.000153 7.989522 -0.875412
15079.999924 8.034006 -1.036523
15069.999695 8.189785 -0.656747
15059.999466 8.267777 -0.906332
15050.000191 8.280627 -0.860261
15039.999962 8.014200 -0.804492
15030.000687 8.235925 -0.670603
15020.000458 8.302530 -0.849678
15010.000229 8.069765 -0.872770
15000.000000 7.861939 -0.867580
14989.999771 7.522751 -0.814875
14979.999542 7.706847 -0.722390
14970.000267 7.627804 -0.862402
14960.000038 7.535253 -0.820991
14950.000763 7.759071 -0.774014
14940.000534 7.640358 -0.863901
14930.000305 7.751796 -0.902705
14920.000076 7.678417 -0.874777
14909.999847 7.549195 -0.745678
14899.999619 7.508843 -0.802452
14890.000343 7.603675 -0.819513
14880.000114 7.723101 -0.826574
14870.000839 7.704339 -0.829750
14860.000610 7.688196 -0.760349
14850.000381 7.650333 -0.764006
14840.000153 7.844293 -0.818121
14829.999924 7.984239 -0.740612
14819.999695 7.717688 -0.733480
14809.999466 7.888554 -0.686292
14800.000191 7.804691 -0.837635
14789.999962 7.855797 -0.689384
14780.000687 8.039561 -0.797144
14770.000458 7.724295 -0.733110
14760.000229 7.843256 -0.710955
14750.000000 7.965400 -0.658221
14739.999771 7.643496 -0.614559
14729.999542 7.683849 -0.650501
14720.000267 7.829343 -0.703391
14710.000038 7.831433 -0.571931
14700.000763 7.698607 -0.675371
14690.000534 8.096403 -0.667101
14680.000305 8.095904 -0.607064
14670.000076 8.072643 -0.695887
14659.999847 8.233085 -0.458253
14649.999619 8.375617 -0.656374
14640.000343 8.649901 -0.695131
14630.000114 8.537969 -0.504632
14620.000839 8.737339 -0.505422
14610.000610 8.553270 -0.774100
14600.000381 8.929271 -0.651713
14590.000153 9.104484 -0.690146
14579.999924 9.071692 -0.776388
14569.999695 9.183777 -0.839394
14559.999466 9.041612 -0.623446
14550.000191 9.178301 -0.847164
14539.999962 9.417889 -0.886382
14530.000687 9.308955 -0.922553
14520.000458 9.489705 -0.917121
14510.000229 9.373769 -0.760820
14500.000000 9.632928 -0.985214
14489.999771 9.732262 -0.945175
14479.999542 9.805011 -0.852369
14470.000267 9.767944 -0.893020
14460.000038 10.001534 -0.952381
14450.000763 9.930062 -0.926011
14440.000534 9.933696 -0.860540
14430.000305 10.011336 -0.989110
14420.000076 10.154447 -0.872603
14409.999847 10.229267 -1.068070
14399.999619 10.036918 -0.836763
14390.000343 10.109939 -1.079610
14380.000114 10.096555 -1.127096
14370.000839 10.323865 -0.954772
14360.000610 10.386473 -1.165116
14350.000381 10.355472 -0.960926
14340.000153 10.298009 -1.281957
14329.999924 10.241020 -1.317483
14319.999695 10.421501 -1.438386
14309.999466 10.482985 -1.702811
14300.000191 10.390708 -1.608202
14289.999962 10.365769 -1.969633
14280.000687 10.281591 -2.073416
14270.000458 10.390739 -2.081939
14260.000229 10.037746 -2.374023
14250.000000 9.967022 -2.534870
14239.999771 9.977608 -2.539854
14229.999542 10.152533 -2.575867
14220.000267 9.996930 -2.727883
14210.000038 10.043526 -2.823517
14200.000763 9.898034 -2.922617
14190.000534 9.606785 -3.006219
14180.000305 9.514481 -2.852505
14170.000076 9.379974 -3.169002
14159.999847 9.186187 -3.242355
14149.999619 8.927182 -3.152819
14140.000343 8.825764 -3.156567
14130.000114 8.829589 -3.214194
14120.000839 8.784604 -3.361883
14110.000610 8.734059 -3.171286
14100.000381 8.578054 -3.333605
14090.000153 8.492081 -3.111362
14079.999924 8.488264 -3.125855
14069.999695 8.600339 -3.273400
14059.999466 8.502871 -3.047390
14050.000191 8.551184 -3.118676
14039.999962 8.525654 -3.202937
14030.000687 8.548621 -3.169140
14020.000458 8.241930 -3.039300
14010.000229 8.308559 -3.093464
14000.000000 8.184563 -3.075457
13989.999771 8.225386 -2.928834
13980.000496 8.508052 -2.898128
13970.000267 8.294981 -2.710875
13960.000038 8.073260 -2.589442
13949.999809 8.317364 -2.370497
13940.000534 8.201032 -2.248963
13930.000305 8.193118 -2.137658
13920.000076 8.299898 -1.975495
13909.999847 8.066315 -1.832662
13900.000572 8.283963 -1.630547
13890.000343 8.295837 -1.406480
13880.000114 8.530320 -1.355865
13869.999886 8.077197 -1.369586
13860.000610 7.907854 -1.369138
13850.000381 7.847643 -1.266612
13840.000153 7.749682 -1.386369
13829.999924 7.770672 -1.386754
13820.000648 7.858748 -1.342458
13810.000420 7.844313 -1.411809
