# age N_data S_data
19340.000153 7.155559 -5.202038
19329.999924 6.935806 -5.342176
19319.999695 7.203615 -5.329963
19309.999466 7.147019 -5.262366
19299.999237 7.252010 -5.320041
19290.000916 7.248092 -5.346718
19280.000687 7.139935 -5.441890
19270.000458 7.171077 -5.314752
19260.000229 7.171763 -5.211021
19250.000000 7.113632 -5.399570
19239.999771 7.102199 -5.217750
19229.999542 7.050780 -5.326726
19219.999313 7.122689 -5.170922
19209.999084 7.063169 -5.386306
19200.000763 7.132418 -5.351685
19190.000534 7.066340 -5.518427
19180.000305 7.157437 -5.238124
19170.000076 7.152210 -5.300358
19159.999847 7.119984 -5.217246
19149.999619 7.119014 -5.184310
19139.999390 6.727892 -5.366038
19130.001068 6.959656 -5.401463
19120.000839 7.104091 -5.197342
19110.000610 7.215820 -5.281371
19100.000381 7.075486 -5.228699
19090.000153 7.072818 -5.245899
19079.999924 7.064976 -5.126337
19069.999695 7.238110 -5.159838
19059.999466 7.051733 -5.185290
19049.999237 6.932993 -5.490328
19040.000916 7.061046 -5.346296
19030.000687 6.940291 -5.047388
19020.000458 7.179246 -5.311708
19010.000229 7.068783 -5.336054
19000.000000 7.173993 -5.325062
18989.999771 7.106967 -5.279934
18979.999542 7.018879 -5.152190
18969.999313 7.216601 -5.247749
18959.999084 7.043354 -5.426173
18950.000763 7.089671 -5.169487
18940.000534 7.075279 -5.215487
18930.000305 7.167053 -5.266387
18920.000076 7.261846 -5.184827
18909.999847 7.263795 -5.277853
18899.999619 7.147096 -5.204753
18889.999390 7.161924 -5.179993
18880.001068 7.043443 -5.188738
18870.000839 7.060137 -5.263959
18860.000610 6.972540 -5.185565
18850.000381 6.887350 -5.194595
18840.000153 7.009696 -5.172908
18829.999924 6.868251 -5.198921
18819.999695 6.873294 -5.471978
18809.999466 6.919514 -5.357045
18799.999237 6.847271 -5.136545
18790.000916 6.833638 -5.263806
18780.000687 6.924523 -5.274624
18770.000458 7.133167 -5.252129
18760.000229 7.062242 -5.324527
18750.000000 7.052133 -5.227322
18739.999771 7.355164 -5.172562
18729.999542 7.105278 -5.224081
18719.999313 7.076221 -5.215617
18709.999084 7.142387 -5.182903
18700.000763 7.047778 -5.109417
18690.000534 7.038865 -5.205454
18680.000305 7.093496 -5.043898
18670.000076 6.991211 -5.318584
18659.999847 7.116894 -5.266397
18649.999619 7.147773 -5.306595
18639.999390 7.042993 -5.232454
18630.001068 6.883771 -5.367183
18620.000839 7.099700 -5.285733
18610.000610 7.049022 -5.181722
18600.000381 6.964864 -5.239799
18590.000153 7.006102 -5.343990
18579.999924 6.998476 -5.109651
18569.999695 6.920597 -5.232464
18559.999466 6.950819 -5.070345
18549.999237 7.050657 -5.106368
18540.000916 7.188736 -5.367387
18530.000687 6.989941 -5.322650
18520.000458 6.864275 -5.187764
18510.000229 7.005018 -5.185251
18500.000000 6.919578 -5.163511
18489.999771 7.072895 -5.232920
18479.999542 6.957257 -5.341764
18469.999313 7.024087 -5.044258
18459.999084 6.983191 -5.125965
18450.000763 6.998428 -5.097803
18440.000534 7.067287 -5.208263
18430.000305 7.217854 -5.327567
18420.000076 7.072743 -5.343512
18409.999847 6.901648 -5.090642
18399.999619 6.967209 -5.245273
18389.999390 6.913455 -5.131295
18380.001068 7.102134 -5.328380
18370.000839 6.991966 -5.107754
18360.000610 7.009005 -5.141942
18350.000381 7.097763 -5.139739
18340.000153 7.017874 -5.205201
18329.999924 7.082847 -5.185850
18319.999695 7.100265 -5.287952
18309.999466 7.043734 -5.161683
18299.999237 7.033552 -5.299268
18290.000916 7.104480 -5.219162
18280.000687 7.124468 -5.211525
18270.000458 7.016422 -5.237553
18260.000229 6.959292 -5.267899
18250.000000 7.057067 -5.058682
18239.999771 7.054885 -5.267943
18229.999542 6.884289 -5.153512
18219.999313 7.028896 -5.161982
18209.999084 7.007463 -5.128029
18200.000763 6.997993 -5.246349
18190.000534 6.812654 -5.180766
18180.000305 6.848698 -5.118430
18170.000076 7.055437 -5.237567
18159.999847 7.007864 -5.152551
18149.999619 6.931358 -5.021259
18139.999390 7.233558 -5.204415
18130.001068 6.909242 -5.049192
18120.000839 6.986108 -5.200442
18110.000610 6.898246 -5.308443
18100.000381 7.161275 -5.217934
18090.000153 7.088828 -5.179380
18079.999924 7.174716 -5.176115
18069.999695 7.095204 -5.177133
18059.999466 7.263432 -5.063852
18049.999237 7.252233 -5.138176
18040.000916 6.935272 -5.243640
18030.000687 7.106790 -5.082160
18020.000458 7.158563 -5.372845
18010.000229 6.970788 -5.142103
18000.000000 7.000962 -5.196404
17989.999771 7.132747 -5.125670
17979.999542 7.180085 -5.132384
17970.001221 7.128878 -5.247925
17959.999084 7.076114 -5.165744
17950.000763 6.976900 -5.249896
17940.000534 7.072990 -5.334059
17930.000305 6.950090 -5.186745
17920.000076 7.199799 -5.017559
17909.999847 7.185208 -5.118928
17899.999619 7.125311 -5.172592
17889.999390 7.076424 -5.074974
17880.001068 7.276796 -5.126230
17869.998932 7.204580 -5.150485
17860.000610 7.224319 -5.240989
17850.000381 7.002039 -5.143525
17840.000153 7.128618 -5.102114
17829.999924 7.202970 -5.117349
17819.999695 7.155879 -4.996606
17809.999466 7.277411 -4.960423
17799.999237 7.121951 -5.065864
17790.000916 7.212495 -5.136485
17780.000687 7.073718 -5.170795
17770.000458 7.084511 -5.105244
17760.000229 7.020886 -5.168757
17750.000000 6.892652 -5.242079
17739.999771 7.074431 -5.127525
17729.999542 7.195441 -5.154032
17720.001221 7.112347 -5.105004
17709.999084 7.097449 -5.079107
17700.000763 7.023508 -5.128397
17690.000534 6.977968 -5.280452
17680.000305 7.107279 -5.101544
17670.000076 7.163107 -5.026169
17659.999847 6.964028 -4.925333
17649.999619 7.037898 -5.263028
17639.999390 7.089482 -5.076078
17630.001068 7.022527 -4.962815
17619.998932 7.121797 -5.106804
17610.000610 7.007047 -5.064681
17600.000381 6.901672 -5.153834
17590.000153 6.960462 -5.117007
17579.999924 7.117536 -5.070706
17569.999695 7.153283 -5.001373
17559.999466 6.926273 -5.153540
17549.999237 6.954751 -5.066599
17540.000916 7.063458 -5.137583
17530.000687 7.158768 -5.095317
17520.000458 7.122601 -5.112674
17510.000229 7.336898 -5.030745
17500.000000 7.489845 -5.019508
17489.999771 7.147253 -5.023031
17479.999542 7.170096 -5.209576
17470.001221 7.193734 -5.097629
17459.999084 7.106972 -5.095153
17450.000763 7.158072 -5.084038
17440.000534 7.177942 -5.211378
17430.000305 6.951038 -5.063633
17420.000076 6.961664 -5.053158
17409.999847 6.979087 -4.997506
17399.999619 7.034558 -5.146760
17389.999390 6.969020 -5.047042
17380.001068 7.169032 -5.052302
17369.998932 7.150003 -5.056974
17360.000610 7.153822 -5.246141
17350.000381 7.041643 -5.109884
17340.000153 6.969181 -5.020087
17329.999924 7.008193 -5.119706
17319.999695 6.934185 -5.170634
17309.999466 7.059622 -5.050571
17299.999237 7.142298 -5.114115
17290.000916 7.030622 -5.108430
17280.000687 7.238612 -5.235958
17270.000458 7.116273 -4.980319
17260.000229 7.177931 -5.159320
17250.000000 7.096233 -5.185941
17239.999771 7.026624 -5.156636
17229.999542 7.143743 -5.319483
17220.001221 7.205758 -5.183340
17209.999084 7.242492 -5.031213
17200.000763 7.137929 -5.203640
17190.000534 7.464377 -5.153821
17180.000305 7.316305 -5.208420
17170.000076 7.142410 -5.269242
17159.999847 7.365858 -5.256380
17149.999619 7.023784 -5.256497
17139.999390 7.148194 -5.170336
17130.001068 7.228482 -5.136011
17119.998932 7.202825 -5.067605
17110.000610 7.219381 -5.066176
17100.000381 6.974372 -5.200807
17090.000153 6.964705 -5.126799
17079.999924 6.942830 -5.203806
17069.999695 7.018954 -5.151009
17059.999466 7.024681 -5.230701
17049.999237 7.016482 -5.131242
17040.000916 7.024100 -5.060788
17030.000687 7.091810 -5.206994
17020.000458 7.106705 -5.114766
17010.000229 7.236572 -5.142891
17000.000000 7.095626 -5.255751
16989.999771 7.127007 -5.095004
16979.999542 7.087722 -5.047383
16970.001221 6.823934 -5.132711
16959.999084 6.854483 -5.255933
16950.000763 7.158926 -5.245823
16940.000534 7.054371 -5.144274
16930.000305 7.282025 -5.074636
16920.000076 7.364068 -5.202615
16909.999847 7.158767 -5.207856
16899.999619 7.240215 -5.452605
16889.999390 7.271320 -5.256466
16880.001068 6.938709 -5.096299
16869.998932 7.128601 -5.272878
16860.000610 7.182120 -5.146322
16850.000381 7.117517 -5.235261
16840.000153 7.176070 -5.175425
16829.999924 7.027046 -5.083740
16819.999695 6.989499 -4.951161
16809.999466 7.114895 -5.147337
16799.999237 7.083845 -5.194873
16790.000916 7.071801 -5.223971
16780.000687 7.326473 -5.069363
16770.000458 7.153723 -5.214316
16760.000229 7.059409 -5.260890
16750.000000 7.185466 -4.997184
16739.999771 7.073076 -4.995581
16729.999542 7.087773 -5.117909
16720.001221 7.163783 -5.067641
16709.999084 7.215995 -5.107409
16700.000763 7.117389 -5.034432
16690.000534 7.159256 -5.122143
16680.000305 7.001070 -5.246818
16670.000076 7.120266 -5.249775
16659.999847 7.130317 -5.176309
16649.999619 7.014359 -5.145959
16639.999390 7.158519 -5.267044
16630.001068 7.184973 -4.986375
16619.998932 7.084537 -5.103939
16610.000610 6.926322 -4.990277
16600.000381 7.131829 -5.274662
16590.000153 7.111575 -5.224490
16579.999924 7.130837 -5.187604
16569.999695 7.059156 -5.152107
16559.999466 7.075589 -5.150772
16549.999237 7.068112 -5.062097
16540.000916 6.910466 -5.031529
16530.000687 6.885276 -5.142740
16520.000458 6.967120 -5.108259
16510.000229 6.964795 -5.142421
16500.000000 7.160718 -4.967449
16489.999771 7.137789 -4.947033
16479.999542 7.116798 -5.152839
16470.001221 7.163058 -5.091291
16459.999084 7.154817 -5.166269
16450.000763 7.251527 -4.998544
16440.000534 7.056217 -5.212932
16430.000305 6.903523 -5.197358
16420.000076 7.032230 -5.130776
16409.999847 6.994540 -5.120236
16399.999619 6.874712 -5.032005
16389.999390 7.013216 -5.216776
16380.001068 7.001597 -5.278362
16370.000839 6.836668 -5.050302
16360.000610 7.121214 -4.986658
16350.000381 7.104557 -5.160480
16340.000153 6.961611 -5.189109
16329.999924 6.926255 -5.155539
16319.999695 6.933332 -5.073549
16309.999466 7.033281 -5.204181
16299.999237 7.068395 -4.902981
16290.000916 7.074762 -4.872617
16280.000687 6.987136 -5.053479
16270.000458 6.657511 -5.268202
16260.000229 6.754792 -5.108550
16250.000000 6.990982 -5.024358
16239.999771 7.084844 -5.145076
16229.999542 6.998835 -5.082861
16220.001221 7.044965 -5.082475
16209.999084 6.960855 -5.103684
16200.000763 6.979316 -4.979459
16190.000534 7.027708 -5.096544
16180.000305 7.175137 -5.133353
16170.000076 7.156691 -5.029244
16159.999847 6.969479 -5.102811
16149.999619 7.053844 -4.863555
16139.999390 7.081139 -5.125396
16130.001068 7.114096 -5.134382
16120.000839 7.100889 -5.139494
16110.000610 7.032221 -5.151079
16100.000381 7.074163 -5.066200
16090.000153 7.101600 -4.987493
16079.999924 7.229781 -4.996365
16069.999695 6.891223 -4.947352
16059.999466 7.031793 -5.053558
16049.999237 7.001227 -5.071743
16040.000916 6.976222 -5.170156
16030.000687 7.015230 -5.029564
16020.000458 7.145801 -5.064070
16010.000229 7.016173 -5.179872
16000.000000 7.062420 -5.036269
15989.999771 7.027109 -4.984405
15979.999542 6.978180 -5.048475
15970.000267 6.928021 -5.093736
15960.000038 7.093731 -5.074177
15950.000763 7.055137 -5.005626
15940.000534 7.166828 -5.151777
15930.000305 6.994595 -5.264541
15920.000076 6.994850 -5.141285
15909.999847 6.974373 -5.160013
15899.999619 7.004471 -4.957310
15890.000343 7.091869 -5.142275
15880.000114 7.247607 -5.129082
15870.000839 7.006180 -5.202147
15860.000610 7.078723 -5.117660
15850.000381 6.967129 -5.149740
15840.000153 7.052587 -5.051277
15829.999924 7.164642 -5.187409
15819.999695 7.031317 -5.145836
15809.999466 6.927517 -4.948981
15800.000191 7.145132 -5.188621
15789.999962 7.089196 -5.152025
15780.000687 7.160967 -5.041443
15770.000458 7.198613 -5.248475
15760.000229 7.005616 -5.180770
15750.000000 7.064312 -5.313632
15739.999771 7.083850 -5.196324
15729.999542 6.960474 -4.812175
15720.000267 7.004588 -5.082267
15710.000038 7.031322 -5.266597
15700.000763 6.952884 -5.104636
15690.000534 6.928420 -5.136469
15680.000305 6.732595 -4.999427
15670.000076 6.809354 -4.890492
15659.999847 6.954743 -4.904450
15649.999619 6.901300 -4.946515
15640.000343 7.030745 -5.066288
15630.000114 6.930594 -5.126331
15620.000839 6.983380 -4.994549
15610.000610 6.970244 -5.080151
15600.000381 6.940949 -4.983631
15590.000153 6.977698 -5.059770
15579.999924 7.109214 -4.951258
15569.999695 7.059814 -5.046315
15559.999466 7.006205 -5.168990
15550.000191 6.993537 -5.043561
15539.999962 7.123418 -5.097875
15530.000687 7.215410 -4.991187
15520.000458 7.061672 -5.030494
15510.000229 6.964335 -4.966310
15500.000000 7.166122 -5.157829
15489.999771 7.032747 -5.066586
15479.999542 7.132017 -5.072365
15470.000267 7.079277 -5.125210
15460.000038 7.099287 -5.134510
15450.000763 7.200241 -4.907393
15440.000534 7.028241 -5.136089
15430.000305 6.859450 -5.121307
15420.000076 6.996810 -4.972965
15409.999847 6.971524 -5.120556
15399.999619 7.164440 -5.126783
15390.000343 7.123343 -4.982247
15380.000114 6.929182 -5.110583
15370.000839 7.060281 -5.125440
15360.000610 7.089759 -5.207999
15350.000381 7.039982 -5.297271
15340.000153 7.084058 -5.183793
15329.999924 7.080218 -5.183626
15319.999695 7.100289 -5.009899
15309.999466 7.027555 -5.319786
15300.000191 6.945384 -5.113064
15289.999962 7.019190 -5.011211
15280.000687 6.894389 -5.094803
15270.000458 7.224320 -5.144232
15260.000229 7.277545 -5.220485
15250.000000 7.112499 -5.130666
15239.999771 7.131897 -5.225329
15229.999542 7.044275 -5.118094
15220.000267 7.076097 -5.095410
15210.000038 7.126125 -5.085398
15200.000763 7.166858 -4.977163
15190.000534 7.060516 -5.175614
15180.000305 6.991444 -5.166767
15170.000076 7.054469 -5.167462
15159.999847 7.101796 -5.042456
15149.999619 7.157930 -5.053024
15140.000343 7.029353 -4.977374
15130.000114 7.041698 -5.142699
15120.000839 7.204964 -5.133525
15110.000610 7.021698 -5.232815
15100.000381 7.154679 -5.056148
15090.000153 7.214045 -5.131899
15079.999924 7.290073 -4.906739
15069.999695 7.177881 -4.955138
15059.999466 7.140580 -4.891319
15050.000191 7.300769 -4.693023
15039.999962 7.071576 -4.864006
15030.000687 7.166324 -4.960484
15020.000458 7.146130 -4.951423
15010.000229 7.115997 -5.079251
15000.000000 7.264030 -5.158527
14989.999771 7.236634 -5.209909
14979.999542 7.173310 -5.040555
14970.000267 7.263008 -5.099144
14960.000038 7.217966 -5.079391
14950.000763 7.250982 -5.000541
14940.000534 7.245010 -5.028600
14930.000305 7.232963 -5.122176
14920.000076 7.299892 -5.134191
14909.999847 7.281688 -5.008429
14899.999619 7.294832 -5.282250
14890.000343 7.171353 -5.068847
14880.000114 7.241836 -4.955286
14870.000839 7.258081 -4.928501
14860.000610 7.152331 -5.052383
14850.000381 7.221820 -5.074273
14840.000153 7.247272 -5.030303
14829.999924 7.256387 -5.087553
14819.999695 7.285150 -4.982039
14809.999466 7.337042 -5.016984
14800.000191 7.200479 -4.845918
14789.999962 7.223343 -4.989314
14780.000687 7.163360 -5.015496
14770.000458 7.282216 -5.090595
14760.000229 7.223680 -5.097378
14750.000000 7.024206 -5.035671
14739.999771 7.183750 -4.987061
14729.999542 7.119141 -4.879800
14720.000267 7.160078 -5.000783
14710.000038 7.434216 -4.908126
14700.000763 7.364035 -5.013056
14690.000534 7.259028 -4.975101
14680.000305 7.172811 -5.018671
14670.000076 7.165946 -5.005007
14659.999847 7.338317 -5.124328
14649.999619 7.109428 -5.047900
14640.000343 7.063002 -5.000700
14630.000114 7.232019 -4.924199
14620.000839 7.388365 -5.030684
14610.000610 7.452305 -5.077077
14600.000381 7.324790 -4.988826
14590.000153 7.338319 -5.140902
14579.999924 7.239939 -5.164633
14569.999695 7.236280 -5.168300
14559.999466 7.251702 -5.041135
14550.000191 7.203856 -5.207231
14539.999962 7.360181 -4.869107
14530.000687 7.250832 -5.144560
14520.000458 7.234349 -5.134339
14510.000229 7.317108 -4.943082
14500.000000 7.268578 -5.062619
14489.999771 7.143896 -5.139436
14479.999542 7.285744 -5.040311
14470.000267 7.180770 -4.960678
14460.000038 7.353440 -5.161602
14450.000763 7.335667 -5.067954
14440.000534 7.293323 -5.077213
14430.000305 7.295566 -5.074639
14420.000076 7.347285 -5.042030
14409.999847 7.224312 -5.030950
14399.999619 7.201492 -5.073145
14390.000343 7.268244 -5.037370
14380.000114 7.392036 -5.034068
14370.000839 7.239829 -5.071815
14360.000610 7.048071 -5.098016
14350.000381 7.199136 -5.135675
14340.000153 7.371382 -4.997971
14329.999924 7.279072 -5.148831
14319.999695 7.077441 -5.092781
14309.999466 7.190651 -5.001281
14300.000191 7.339482 -5.185244
14289.999962 7.371050 -5.078269
14280.000687 7.426968 -5.084906
14270.000458 7.297245 -4.963246
14260.000229 7.236491 -4.975227
14250.000000 7.475461 -4.931829
14239.999771 7.272109 -4.833989
14229.999542 7.225588 -4.976224
14220.000267 7.217444 -5.064527
14210.000038 7.454675 -4.926900
14200.000763 7.519992 -4.964580
14190.000534 7.423854 -4.934368
14180.000305 7.325059 -5.048707
14170.000076 7.570985 -4.996348
14159.999847 7.299070 -5.021727
14149.999619 7.479321 -4.991244
14140.000343 7.367679 -4.936970
14130.000114 7.404895 -4.875948
14120.000839 7.387608 -5.106508
14110.000610 7.388931 -5.043471
14100.000381 7.442085 -4.926282
14090.000153 7.320321 -5.167847
14079.999924 7.379081 -4.980025
14069.999695 7.504758 -5.022796
14059.999466 7.502396 -4.930646
14050.000191 7.414234 -5.064695
14039.999962 7.341928 -5.055135
14030.000687 7.439940 -5.027202
14020.000458 7.416194 -5.025819
14010.000229 7.368063 -4.999684
14000.000000 7.385914 -5.004078
13989.999771 7.517531 -4.980526
13980.000496 7.511558 -5.050434
13970.000267 7.723490 -4.910356
13960.000038 7.652365 -5.084863
13949.999809 7.652819 -4.975957
13940.000534 7.594796 -4.946996
13930.000305 7.445722 -5.046430
13920.000076 7.569643 -5.038395
13909.999847 7.680625 -5.051626
13900.000572 7.547727 -4.911371
13890.000343 7.528170 -5.038115
13880.000114 7.547306 -5.094177
13869.999886 7.543175 -5.032435
13860.000610 7.691533 -5.047524
13850.000381 7.595453 -5.139404
13840.000153 7.481555 -4.900726
13829.999924 7.492148 -5.031729
13820.000648 7.585993 -4.994000
13810.000420 7.578492 -4.926411
13800.000191 7.580769 -4.974292
