# age N_data S_data
17130.001068 7.236562 -4.985186
17119.998932 7.271123 -4.935289
17110.000610 7.263767 -4.893167
17100.000381 7.240139 -4.939838
17090.000153 7.116937 -4.898903
17079.999924 7.408854 -5.010915
17069.999695 7.284681 -4.935251
17059.999466 6.913944 -5.013753
17049.999237 7.258019 -4.934546
17040.000916 7.073166 -4.948352
17030.000687 7.403707 -4.920492
17020.000458 7.391029 -4.950641
17010.000229 7.076814 -4.931584
17000.000000 7.306796 -4.909214
16989.999771 7.104149 -5.014918
16979.999542 7.225500 -4.918093
16970.001221 7.183697 -4.972339
16959.999084 7.208542 -4.940079
16950.000763 7.130117 -5.032593
16940.000534 7.253032 -5.021623
16930.000305 7.284699 -5.001948
16920.000076 7.353807 -4.902080
16909.999847 7.114764 -4.892697
16899.999619 7.057102 -4.939929
16889.999390 7.197931 -4.947620
16880.001068 6.919975 -4.937856
16869.998932 7.229150 -5.027041
16860.000610 7.495687 -4.874966
16850.000381 7.465882 -4.948485
16840.000153 7.391026 -4.848513
16829.999924 7.327681 -4.913122
16819.999695 7.247224 -4.991328
16809.999466 7.302097 -4.879058
16799.999237 7.532718 -4.997126
16790.000916 7.449533 -4.865625
16780.000687 7.369368 -5.051685
16770.000458 7.281797 -4.958525
16760.000229 7.347273 -4.931303
16750.000000 7.178305 -4.787509
16739.999771 7.169472 -5.092092
16729.999542 7.423347 -5.119041
16720.001221 7.333584 -4.884203
16709.999084 7.505982 -4.845062
16700.000763 7.443995 -4.998393
16690.000534 7.297551 -4.846881
16680.000305 7.245019 -4.794389
16670.000076 7.021470 -4.883291
16659.999847 7.222092 -4.840837
16649.999619 7.256887 -4.934551
16639.999390 7.349910 -4.991777
16630.001068 7.283863 -5.049229
16619.998932 7.324468 -4.955805
16610.000610 7.348787 -4.912251
16600.000381 7.272238 -4.808318
16590.000153 7.360564 -5.032996
16579.999924 7.229697 -5.047436
16569.999695 7.265327 -4.963110
16559.999466 7.348956 -4.822825
16549.999237 7.201450 -4.836181
16540.000916 7.211586 -4.963804
16530.000687 7.453129 -4.951091
16520.000458 7.318764 -4.829661
16510.000229 7.391735 -4.964682
16500.000000 7.373500 -4.930574
16489.999771 7.316527 -4.886339
16479.999542 7.381987 -4.850515
16470.001221 7.305777 -4.857346
16459.999084 7.110303 -4.991435
16450.000763 7.304545 -4.947713
16440.000534 7.378174 -4.812844
16430.000305 7.330579 -5.054008
16420.000076 7.422832 -4.962674
16409.999847 7.386542 -4.744211
16399.999619 7.375411 -4.960663
16389.999390 7.216790 -4.952225
16380.001068 7.399064 -4.941083
16370.000839 7.347930 -4.833828
16360.000610 7.300612 -4.880256
16350.000381 7.399895 -4.870213
16340.000153 7.414342 -4.945635
16329.999924 7.383777 -4.912020
16319.999695 7.468991 -4.879795
16309.999466 7.368494 -4.860073
16299.999237 7.331487 -4.943501
16290.000916 7.442846 -4.933425
16280.000687 7.353707 -5.079361
16270.000458 7.054042 -4.955864
16260.000229 7.281300 -4.936314
16250.000000 7.319620 -4.987185
16239.999771 7.383747 -4.865306
16229.999542 7.431876 -5.020662
16220.001221 7.455511 -5.004044
16209.999084 7.358323 -4.982801
16200.000763 7.230563 -5.020010
16190.000534 7.219666 -5.044091
16180.000305 7.240181 -5.028157
16170.000076 7.266220 -4.874365
16159.999847 7.541666 -4.981551
16149.999619 7.192856 -4.842385
16139.999390 7.105622 -4.890915
16130.001068 7.205840 -5.102398
16120.000839 7.193676 -5.010767
16110.000610 7.415392 -4.996627
16100.000381 7.130527 -4.953129
16090.000153 7.363406 -4.918565
16079.999924 7.197496 -4.897071
16069.999695 7.268437 -4.859130
16059.999466 7.386047 -5.037238
16049.999237 7.220782 -5.033530
16040.000916 7.190532 -4.966758
16030.000687 7.469017 -4.931595
16020.000458 7.492267 -4.907825
16010.000229 7.387292 -4.971065
16000.000000 7.295375 -4.885839
15989.999771 7.132604 -4.854185
15979.999542 7.307633 -4.930292
15970.000267 7.392802 -4.948266
15960.000038 7.252908 -5.035620
15950.000763 7.237883 -4.986301
15940.000534 7.116715 -5.019389
15930.000305 7.182615 -5.112695
15920.000076 7.234375 -5.004594
15909.999847 7.248449 -4.881914
15899.999619 7.304470 -4.774221
15890.000343 7.292638 -4.946079
15880.000114 7.136815 -5.009070
15870.000839 7.203151 -4.868878
15860.000610 7.179515 -4.923276
15850.000381 7.159512 -5.152626
15840.000153 7.173152 -4.953848
15829.999924 7.166481 -4.874935
15819.999695 7.437414 -4.906979
15809.999466 7.256234 -4.965885
15800.000191 7.244013 -4.970830
15789.999962 7.140707 -5.054360
15780.000687 7.035752 -5.073086
15770.000458 7.273403 -4.872194
15760.000229 7.240401 -4.908863
15750.000000 7.374920 -4.836473
15739.999771 7.261073 -4.980897
15729.999542 7.146973 -4.928350
15720.000267 7.142466 -4.811620
15710.000038 7.160889 -5.090852
15700.000763 7.178467 -4.810566
15690.000534 7.154151 -4.927264
15680.000305 7.124151 -4.803291
15670.000076 7.071708 -4.716693
15659.999847 7.047339 -4.856727
15649.999619 7.184500 -4.820798
15640.000343 7.028516 -4.922935
15630.000114 7.252981 -5.049597
15620.000839 7.206551 -4.904189
15610.000610 7.254403 -4.790559
15600.000381 7.263758 -4.800286
15590.000153 7.307466 -5.000679
15579.999924 7.278889 -4.860419
15569.999695 7.344354 -4.999998
15559.999466 7.062293 -4.955096
15550.000191 7.298622 -4.974263
15539.999962 7.016960 -5.089440
15530.000687 7.015029 -4.894846
15520.000458 7.228285 -4.825397
15510.000229 7.058319 -4.935202
15500.000000 7.147109 -4.876303
15489.999771 6.916160 -4.955974
15479.999542 6.670719 -4.876334
15470.000267 6.852576 -4.945711
15460.000038 6.863289 -4.820407
15450.000763 6.765347 -4.835569
15440.000534 6.895048 -4.952717
15430.000305 6.831410 -5.186694
15420.000076 6.718497 -4.964101
15409.999847 6.986760 -4.792688
15399.999619 6.670352 -5.063043
15390.000343 6.814482 -4.899208
15380.000114 6.706070 -4.942900
15370.000839 6.697114 -4.994015
15360.000610 6.926360 -4.962382
15350.000381 6.891671 -4.823476
15340.000153 6.869145 -4.978072
15329.999924 6.927458 -4.995641
15319.999695 6.804315 -4.698700
15309.999466 6.543394 -5.006069
15300.000191 6.797377 -4.885823
15289.999962 6.873859 -5.066381
15280.000687 6.586409 -4.800587
15270.000458 6.656642 -4.969335
15260.000229 6.729443 -4.786693
15250.000000 6.902358 -4.945888
15239.999771 6.780004 -4.904535
15229.999542 6.832734 -5.017861
15220.000267 6.700995 -4.989554
15210.000038 6.747442 -4.827324
15200.000763 6.823890 -4.857110
15190.000534 6.790170 -5.026526
15180.000305 6.735705 -4.900558
15170.000076 6.879209 -4.852133
15159.999847 6.829327 -5.018922
15149.999619 6.701574 -4.965123
15140.000343 6.591792 -4.999138
15130.000114 6.633940 -5.014145
15120.000839 6.900947 -4.940317
15110.000610 6.848794 -5.058132
15100.000381 6.780674 -4.814992
15090.000153 6.708949 -4.864658
15079.999924 6.873611 -4.873602
15069.999695 6.853660 -4.966582
15059.999466 6.833918 -4.985117
15050.000191 6.783016 -4.870680
15039.999962 6.735759 -5.030181
15030.000687 6.903158 -4.953534
15020.000458 6.827835 -4.969728
15010.000229 6.827584 -4.875026
15000.000000 6.641961 -4.962402
14989.999771 6.578858 -4.992210
14979.999542 6.682374 -5.094282
14970.000267 6.618603 -4.932482
14960.000038 6.466683 -4.874605
14950.000763 6.738454 -4.965194
14940.000534 6.650894 -4.875744
14930.000305 6.375512 -4.968994
14920.000076 6.496543 -4.748178
14909.999847 6.586068 -4.918947
14899.999619 6.490390 -4.810615
14890.000343 6.248345 -4.937529
14880.000114 6.466231 -4.927917
14870.000839 6.371716 -5.128991
14860.000610 6.277554 -5.123619
14850.000381 6.503627 -4.999800
14840.000153 6.538389 -4.802850
14829.999924 6.401164 -5.025189
14819.999695 6.441185 -5.097030
14809.999466 6.351730 -4.967537
14800.000191 6.465364 -4.787139
14789.999962 6.346085 -4.984149
14780.000687 6.438582 -5.057937
14770.000458 6.466613 -5.056577
14760.000229 6.398947 -5.143163
14750.000000 6.451937 -5.080143
14739.999771 6.439445 -4.988511
14729.999542 6.493490 -4.898777
14720.000267 6.378417 -5.025847
14710.000038 6.598733 -4.967882
14700.000763 6.581261 -4.984387
14690.000534 6.474189 -4.977039
14680.000305 6.485321 -5.027271
14670.000076 6.444234 -4.854031
14659.999847 6.695896 -5.008128
14649.999619 6.535115 -4.862857
14640.000343 6.642260 -5.031142
14630.000114 6.634001 -4.980172
14620.000839 6.631617 -4.911152
14610.000610 6.615615 -5.001889
14600.000381 6.595634 -4.948085
14590.000153 6.502478 -4.815071
14579.999924 6.648049 -4.904741
14569.999695 6.725597 -4.779642
14559.999466 6.523154 -4.854378
14550.000191 6.442694 -5.045442
14539.999962 6.562084 -4.829390
14530.000687 6.431806 -4.951541
14520.000458 6.709449 -4.981816
14510.000229 6.672502 -4.960634
14500.000000 6.328937 -5.019731
14489.999771 6.134290 -4.927780
14479.999542 6.233148 -5.052859
14470.000267 6.372223 -5.006878
14460.000038 6.311804 -5.008239
14450.000763 6.336218 -4.946749
14440.000534 6.099814 -4.929229
14430.000305 6.319619 -4.966391
14420.000076 6.393152 -4.915293
14409.999847 6.409746 -4.923386
14399.999619 6.367168 -4.955864
14390.000343 6.207863 -4.902305
14380.000114 6.165724 -5.018081
14370.000839 5.878024 -4.952083
14360.000610 6.327412 -4.970068
14350.000381 6.529073 -4.885331
14340.000153 6.223059 -4.868348
14329.999924 6.081892 -4.941808
14319.999695 6.215914 -5.000815
14309.999466 6.365461 -4.965247
14300.000191 6.370615 -4.895084
14289.999962 6.302425 -4.976171
14280.000687 6.161784 -4.725307
14270.000458 6.074759 -4.800364
14260.000229 6.136295 -4.797733
14250.000000 6.233907 -4.922557
14239.999771 6.312343 -4.961532
14229.999542 6.389152 -5.034917
14220.000267 6.411912 -5.039953
14210.000038 6.416518 -4.887844
14200.000763 6.037457 -4.964374
14190.000534 6.189747 -4.844761
14180.000305 6.224112 -4.901221
14170.000076 6.419646 -4.808445
14159.999847 6.268673 -4.955965
14149.999619 6.388953 -4.890748
14140.000343 6.223008 -4.930231
14130.000114 6.374188 -4.929953
14120.000839 6.224182 -5.078885
14110.000610 6.063191 -5.110128
14100.000381 6.286396 -4.911681
14090.000153 6.025068 -5.003602
14079.999924 6.088794 -4.788417
14069.999695 6.318516 -4.772314
14059.999466 6.397397 -4.980687
14050.000191 6.202207 -4.895396
14039.999962 6.367770 -4.793855
14030.000687 6.301281 -4.955292
14020.000458 6.337205 -4.988737
14010.000229 6.348576 -5.019627
14000.000000 5.662045 -5.002719
13989.999771 5.121431 -5.022322
13980.000496 4.968797 -5.049810
13970.000267 5.024006 -4.972609
13960.000038 5.318651 -4.935303
13949.999809 5.369346 -4.917653
13940.000534 5.161127 -4.906268
13930.000305 4.942889 -4.890962
13920.000076 4.898109 -5.031415
13909.999847 5.032693 -4.923986
13900.000572 5.282707 -4.791324
13890.000343 5.009357 -4.758393
13880.000114 5.224421 -4.839727
13869.999886 5.352765 -4.833644
13860.000610 5.482187 -4.832791
13850.000381 5.492509 -4.946711
13840.000153 5.396520 -4.814344
13829.999924 5.231076 -4.894020
13820.000648 5.006294 -4.676131
13810.000420 4.939197 -4.765441
13800.000191 5.091274 -4.725178
13789.999962 5.011931 -4.726585
13779.999733 5.142383 -4.721799
13770.000458 4.909786 -4.833006
13760.000229 5.113097 -4.814620
13750.000000 5.157276 -4.690898
13739.999771 5.205481 -4.637663
13730.000496 5.231957 -4.493544
13720.000267 5.072821 -4.685078
13710.000038 5.144936 -4.743243
13699.999809 5.095595 -4.690981
13690.000534 5.083563 -4.587246
13680.000305 5.168044 -4.626453
13670.000076 5.096526 -4.696109
13659.999847 5.093560 -4.611051
13650.000572 5.100418 -4.616460
13640.000343 5.251789 -4.523689
13630.000114 5.394547 -4.596378
13619.999886 5.215201 -4.496819
13610.000610 5.158359 -4.445053
13600.000381 5.028986 -4.300729
13590.000153 5.133597 -4.349112
13579.999924 5.073823 -4.586965
13570.000648 5.216394 -4.406634
13560.000420 5.263110 -4.425701
13550.000191 5.267453 -4.391707
13539.999962 5.314458 -4.473067
13529.999733 5.355534 -4.546270
13520.000458 5.427141 -4.396092
13510.000229 5.376316 -4.219846
13500.000000 4.993785 -4.566060
13489.999771 4.992456 -4.389568
13480.000496 5.186815 -4.486869
13470.000267 4.956992 -4.407599
13460.000038 5.088405 -4.447794
13449.999809 5.181743 -4.464616
13440.000534 5.120581 -4.395764
13430.000305 4.884824 -4.351945
13420.000076 4.984197 -4.280239
13409.999847 5.158794 -4.219476
13400.000572 5.096334 -4.360294
13390.000343 5.078495 -4.159991
13380.000114 5.288553 -4.358138
13369.999886 5.308282 -4.202305
13360.000610 5.390758 -4.329048
13350.000381 5.196701 -4.182407
13340.000153 5.210761 -4.299951
13329.999924 5.149487 -4.232414
13320.000648 5.300956 -4.152914
13310.000420 5.306057 -4.235844
13300.000191 5.308798 -4.198098
13289.999962 5.262108 -4.115000
13279.999733 5.058818 -4.168980
13270.000458 5.043932 -4.082614
13260.000229 5.168952 -3.942577
13250.000000 5.052307 -4.118090
13239.999771 5.458967 -4.065374
13230.000496 5.142102 -4.073118
13220.000267 5.220576 -4.003910
13210.000038 5.195038 -4.124596
13199.999809 5.438175 -4.239413
13190.000534 5.195415 -4.033535
13180.000305 5.320077 -4.151284
13170.000076 5.150210 -4.127719
13159.999847 5.169673 -4.136172
13150.000572 5.299289 -4.173500
13140.000343 5.126257 -4.163869
13130.000114 5.170515 -4.058694
13119.999886 5.461877 -4.162389
13110.000610 5.334961 -4.096928
13100.000381 5.266733 -4.024037
13090.000153 5.340606 -4.110100
13079.999924 5.386078 -4.137069
13070.000648 5.314804 -3.948865
13060.000420 5.524595 -4.027116
13050.000191 5.114014 -4.102098
13039.999962 5.389255 -4.087761
13029.999733 5.502317 -3.978978
13020.000458 5.070242 -3.877509
13010.000229 5.488051 -3.970208
13000.000000 5.521090 -4.039292
12989.999771 5.223196 -4.036369
12980.000496 5.116163 -4.059526
12970.000267 5.140195 -3.967196
12960.000038 5.337948 -3.766812
12949.999809 5.187737 -4.007006
12940.000534 5.311080 -3.845382
12930.000305 5.191116 -3.961694
12920.000076 5.085810 -4.057691
12909.999847 5.202567 -4.065232
12900.000572 5.139169 -3.965401
12890.000343 5.185891 -4.031315
12880.000114 5.296566 -3.841349
12869.999886 5.248650 -3.962635
12860.000610 5.214325 -3.955400
12850.000381 5.264282 -4.030565
12840.000153 4.959710 -3.936316
12829.999924 5.141307 -3.788197
12820.000648 5.135188 -3.868738
12810.000420 5.070641 -3.934292
12800.000191 4.991154 -3.929614
12789.999962 5.087172 -4.029748
12779.999733 5.039024 -3.759959
12770.000458 5.258785 -3.995851
12760.000229 5.109325 -3.957041
12750.000000 4.898043 -3.852265
12739.999771 5.125917 -3.904365
12730.000496 4.991929 -3.911867
12720.000267 5.214401 -3.726360
12710.000038 4.889041 -3.897890
12699.999809 5.057604 -3.894023
12690.000534 4.936056 -3.992875
12680.000305 5.042183 -3.770684
12670.000076 4.982277 -3.779082
12659.999847 4.955051 -3.909540
12650.000572 5.099858 -3.806545
12640.000343 5.095518 -3.713043
12630.000114 4.743248 -3.767653
12619.999886 5.093164 -3.706605
12610.000610 5.095475 -3.769021
12600.000381 5.029758 -3.690072
12590.000153 4.815290 -3.786685
12579.999924 4.884031 -3.718949
12570.000648 4.978497 -3.861058
12560.000420 4.933485 -3.903131
12550.000191 5.107907 -3.722904
12539.999962 5.237014 -3.720916
12530.000687 4.881711 -3.651900
12520.000458 5.119582 -3.783362
12510.000229 5.041930 -3.704647
12500.000000 5.180113 -3.700948
12489.999771 5.203997 -3.745344
12480.000496 4.767526 -3.739923
12470.000267 5.215724 -3.718377
12460.000038 5.023638 -3.617045
12449.999809 5.112270 -3.637324
12440.000534 5.282667 -3.641596
12430.000305 5.135359 -3.712071
12420.000076 5.246221 -3.587955
12409.999847 5.103717 -3.610022
12400.000572 5.100491 -3.668694
12390.000343 4.952561 -3.717297
12380.000114 5.084634 -3.638577
12369.999886 4.912628 -3.489749
12360.000610 5.065724 -3.530863
12350.000381 5.156625 -3.568987
12340.000153 5.021089 -3.685347
12329.999924 5.343939 -3.462010
12320.000648 5.183475 -3.647967
12310.000420 5.224187 -3.560242
12300.000191 5.412544 -3.506186
12289.999962 5.238710 -3.553384
12280.000687 5.162533 -3.584125
12270.000458 5.163648 -3.598221
12260.000229 5.075595 -3.705573
12250.000000 5.152014 -3.495693
12239.999771 5.029193 -3.598138
12230.000496 5.205905 -3.546272
12220.000267 5.244352 -3.534882
12210.000038 5.252636 -3.575320
12199.999809 5.042095 -3.552620
12190.000534 5.256829 -3.568601
12180.000305 5.213897 -3.654708
12170.000076 5.214465 -3.409111
12159.999847 4.983852 -3.550003
12150.000572 5.007734 -3.516640
12140.000343 5.163166 -3.570841
12130.000114 5.283668 -3.606526
12119.999886 5.208456 -3.424786
12110.000610 5.169885 -3.494530
12100.000381 5.108104 -3.383835
12090.000153 5.279654 -3.508589
12079.999924 5.297191 -3.457531
12070.000648 5.350744 -3.522557
12060.000420 5.402688 -3.560711
12050.000191 5.236970 -3.324962
12039.999962 5.255234 -3.517309
12030.000687 5.515719 -3.565505
12020.000458 5.398393 -3.532991
12010.000229 5.286616 -3.381166
12000.000000 5.147623 -3.413339
11989.999771 5.290723 -3.432848
11980.000496 4.901297 -3.385440
11970.000267 4.963548 -3.522880
11960.000038 5.085791 -3.434130
11949.999809 4.955506 -3.360581
11940.000534 5.047688 -3.424070
11930.000305 4.909895 -3.450874
11920.000076 5.026915 -3.286383
11909.999847 5.157328 -3.420429
11900.000572 5.159855 -3.493716
11890.000343 5.113376 -3.475500
11880.000114 5.144439 -3.414163
11869.999886 5.173337 -3.385276
11860.000610 5.239000 -3.311595
11850.000381 5.062588 -3.493467
11840.000153 5.153266 -3.481217
11829.999924 5.137376 -3.391202
11820.000648 5.022502 -3.428211
11810.000420 5.079299 -3.491538
11800.000191 4.994783 -3.516294
11789.999962 5.451253 -3.380694
11780.000687 4.914360 -3.345903
11770.000458 5.096860 -3.336921
11760.000229 5.181317 -3.368529
11750.000000 5.128019 -3.314094
11739.999771 5.310397 -3.303026
11730.000496 5.122235 -3.452942
11720.000267 5.381466 -3.468285
11710.000038 5.006312 -3.358602
11699.999809 5.302872 -3.351031
11690.000534 5.016659 -3.341902
11680.000305 5.246809 -3.403708
11670.000076 5.137348 -3.242771
11659.999847 5.034443 -3.537394
11650.000572 5.179464 -3.362692
11640.000343 5.171372 -3.386740
11630.000114 5.311784 -3.403387
11619.999886 5.134131 -3.339706
11610.000610 5.113245 -3.360472
11600.000381 4.930276 -3.477464
11590.000153 5.183355 -3.291654
11579.999924 5.268552 -3.287605
11570.000648 5.167342 -3.342857
11560.000420 5.085433 -3.471059
11550.000191 5.331414 -3.448967
11539.999962 5.285726 -3.303789
11530.000687 5.084171 -3.279622
11520.000458 5.308393 -3.334974
11510.000229 5.100916 -3.234315
11500.000000 4.911956 -3.191686
11489.999771 5.080065 -3.382201
11480.000496 5.133050 -3.337941
11470.000267 5.174514 -3.535898
11460.000038 5.322847 -3.372567
11449.999809 5.262486 -3.270650
11440.000534 5.333825 -3.214364
11430.000305 5.162302 -3.169336
11420.000076 5.190806 -3.087153
11409.999847 5.118054 -3.234947
11400.000572 5.158183 -3.290037
11390.000343 5.378021 -3.234406
11380.000114 5.073224 -3.226670
11369.999886 5.354681 -3.137530
11360.000610 5.134324 -3.259420
11350.000381 5.342041 -3.252259
11340.000153 5.175895 -3.205276
11329.999924 5.271616 -3.226490
11320.000648 5.286524 -3.234774
11310.000420 4.996605 -3.008098
11300.000191 4.904367 -3.163312
11289.999962 5.061962 -3.330728
11280.000687 5.074624 -3.326208
11270.000458 5.153542 -3.220966
11260.000229 5.031989 -3.218722
11250.000000 5.066001 -3.206178
11239.999771 5.082067 -3.159576
11230.000496 5.224868 -3.144895
11220.000267 5.049574 -3.294862
11210.000038 5.134802 -3.260660
11199.999809 5.152857 -3.149202
11190.000534 5.047499 -3.235482
11180.000305 5.156443 -3.239755
11170.000076 4.927203 -3.303645
11159.999847 5.070765 -3.139814
11150.000572 5.292547 -3.026942
11140.000343 5.352474 -3.066044
11130.000114 5.174451 -3.131566
11119.999886 5.114098 -3.212596
11110.000610 5.108209 -3.190328
11100.000381 5.292580 -3.099586
11090.000153 5.229984 -3.228464
11079.999924 5.039460 -3.181536
11070.000648 4.958959 -3.146961
11060.000420 5.048623 -3.068022
11050.000191 5.144676 -3.237730
11039.999962 5.227844 -3.042951
11030.000687 5.129252 -3.059589
11020.000458 4.878420 -3.079944
11010.000229 5.201979 -3.120915
11000.000000 5.089170 -3.209310
10989.999771 5.202419 -3.285865
10980.000496 5.164371 -3.293073
10970.000267 5.015471 -3.393651
10960.000038 5.010816 -3.275881
10949.999809 4.918011 -3.146280
10940.000534 4.942150 -3.244098
10930.000305 4.957018 -3.339509
10920.000076 4.979394 -3.301898
10909.999847 4.920406 -3.191299
10900.000572 5.007611 -3.151793
10890.000343 4.942193 -3.129001
10880.000114 4.996140 -3.225675
10869.999886 5.107253 -3.382830
10860.000610 4.912175 -3.303239
10850.000381 5.043868 -3.141617
10840.000153 4.958490 -3.356049
10829.999924 5.233327 -3.147343
10820.000648 5.100963 -3.255989
10810.000420 5.242475 -3.186773
10800.000191 4.956080 -3.124745
